subj_idx,response,cond,rt,trial,split_by,feedback,q_init
6,1.0,CD,1.147,47.0,1,0.0,0.5
6,1.0,AB,0.825,47.0,0,0.0,0.5
6,1.0,EF,1.018,47.0,2,1.0,0.5
6,1.0,CD,1.973,48.0,1,1.0,0.5
6,1.0,AB,4.241,48.0,0,1.0,0.5
6,1.0,EF,1.01,48.0,2,1.0,0.5
6,1.0,EF,0.998,49.0,2,0.0,0.5
6,0.0,CD,1.617,49.0,1,0.0,0.5
6,1.0,AB,0.859,49.0,0,1.0,0.5
6,1.0,CD,1.14,50.0,1,0.0,0.5
6,1.0,AB,1.041,50.0,0,1.0,0.5
6,1.0,EF,1.027,50.0,2,1.0,0.5
6,1.0,AB,1.012,51.0,0,0.0,0.5
6,0.0,CD,1.039,51.0,1,0.0,0.5
6,1.0,EF,0.736,51.0,2,1.0,0.5
6,0.0,AB,0.774,52.0,0,0.0,0.5
6,1.0,CD,1.514,52.0,1,0.0,0.5
6,1.0,EF,1.112,52.0,2,1.0,0.5
6,1.0,EF,0.871,53.0,2,1.0,0.5
6,0.0,CD,1.975,53.0,1,0.0,0.5
6,0.0,AB,0.66,53.0,0,0.0,0.5
6,0.0,CD,2.14,54.0,1,0.0,0.5
6,1.0,AB,0.714,54.0,0,1.0,0.5
6,1.0,EF,1.144,54.0,2,1.0,0.5
6,1.0,EF,0.605,55.0,2,1.0,0.5
6,0.0,AB,0.927,55.0,0,0.0,0.5
6,1.0,CD,0.702,55.0,1,1.0,0.5
6,1.0,AB,0.844,56.0,0,1.0,0.5
6,1.0,EF,0.862,56.0,2,1.0,0.5
6,1.0,CD,0.975,56.0,1,1.0,0.5
6,1.0,CD,0.842,57.0,1,1.0,0.5
6,1.0,AB,0.716,57.0,0,1.0,0.5
6,1.0,EF,0.825,57.0,2,1.0,0.5
6,1.0,CD,0.604,58.0,1,0.0,0.5
6,1.0,AB,0.639,58.0,0,1.0,0.5
6,1.0,EF,0.639,58.0,2,0.0,0.5
6,1.0,AB,0.865,59.0,0,1.0,0.5
6,1.0,CD,0.937,59.0,1,0.0,0.5
6,1.0,EF,0.631,59.0,2,1.0,0.5
6,1.0,EF,0.92,60.0,2,1.0,0.5
6,1.0,CD,0.758,60.0,1,1.0,0.5
6,1.0,AB,0.763,60.0,0,1.0,0.5
8,0.0,EF,0.968,1.0,2,1.0,0.5
8,1.0,CD,0.9,1.0,1,1.0,0.5
8,1.0,AB,1.17,1.0,0,1.0,0.5
8,0.0,AB,1.311,2.0,0,0.0,0.5
8,0.0,EF,0.997,2.0,2,1.0,0.5
8,0.0,CD,1.017,2.0,1,0.0,0.5
8,0.0,EF,0.891,3.0,2,0.0,0.5
8,0.0,CD,0.93,3.0,1,1.0,0.5
8,1.0,AB,1.68,3.0,0,1.0,0.5
8,0.0,CD,1.064,4.0,1,1.0,0.5
8,0.0,EF,1.313,4.0,2,0.0,0.5
8,1.0,AB,1.111,4.0,0,1.0,0.5
8,1.0,AB,0.99,5.0,0,1.0,0.5
8,0.0,CD,1.041,5.0,1,0.0,0.5
8,0.0,EF,1.115,5.0,2,0.0,0.5
8,0.0,CD,1.041,6.0,1,1.0,0.5
8,0.0,EF,1.411,6.0,2,0.0,0.5
8,1.0,AB,1.021,6.0,0,1.0,0.5
8,1.0,AB,0.919,7.0,0,1.0,0.5
8,0.0,EF,1.374,7.0,2,1.0,0.5
8,1.0,CD,1.713,7.0,1,1.0,0.5
8,1.0,AB,0.968,8.0,0,1.0,0.5
8,0.0,EF,1.508,8.0,2,1.0,0.5
8,1.0,CD,1.267,8.0,1,1.0,0.5
8,1.0,CD,0.995,9.0,1,1.0,0.5
8,0.0,EF,0.855,9.0,2,1.0,0.5
8,1.0,AB,1.503,9.0,0,1.0,0.5
8,0.0,EF,1.334,10.0,2,1.0,0.5
8,1.0,AB,1.307,10.0,0,1.0,0.5
8,1.0,CD,1.074,10.0,1,0.0,0.5
8,1.0,AB,1.225,11.0,0,1.0,0.5
8,1.0,CD,1.012,11.0,1,0.0,0.5
8,0.0,EF,1.15,11.0,2,1.0,0.5
8,0.0,EF,1.179,12.0,2,0.0,0.5
8,1.0,CD,0.919,12.0,1,0.0,0.5
8,1.0,AB,2.189,12.0,0,0.0,0.5
8,0.0,EF,1.456,13.0,2,1.0,0.5
8,1.0,CD,1.458,13.0,1,0.0,0.5
8,1.0,AB,2.418,13.0,0,1.0,0.5
8,0.0,EF,1.885,14.0,2,1.0,0.5
8,1.0,AB,1.884,14.0,0,1.0,0.5
8,0.0,CD,3.267,14.0,1,0.0,0.5
8,1.0,AB,5.076,15.0,0,1.0,0.5
8,0.0,EF,3.069,15.0,2,0.0,0.5
8,1.0,CD,1.653,15.0,1,1.0,0.5
8,1.0,AB,2.19,16.0,0,1.0,0.5
8,0.0,EF,4.153,16.0,2,0.0,0.5
8,0.0,CD,4.486,16.0,1,1.0,0.5
8,1.0,AB,2.67,17.0,0,1.0,0.5
8,0.0,EF,3.918,17.0,2,0.0,0.5
8,1.0,CD,4.492,17.0,1,0.0,0.5
8,1.0,AB,4.621,18.0,0,1.0,0.5
8,0.0,EF,3.984,18.0,2,1.0,0.5
8,0.0,CD,5.196,18.0,1,1.0,0.5
8,0.0,EF,2.608,19.0,2,1.0,0.5
8,0.0,CD,2.786,19.0,1,1.0,0.5
8,1.0,AB,1.919,19.0,0,1.0,0.5
8,1.0,AB,1.892,20.0,0,1.0,0.5
8,0.0,CD,1.964,20.0,1,0.0,0.5
8,0.0,EF,5.337,20.0,2,1.0,0.5
8,0.0,EF,2.119,21.0,2,1.0,0.5
8,0.0,CD,2.069,21.0,1,0.0,0.5
8,1.0,AB,2.062,21.0,0,1.0,0.5
8,0.0,EF,1.502,22.0,2,0.0,0.5
8,1.0,CD,3.492,22.0,1,1.0,0.5
8,1.0,AB,2.149,22.0,0,1.0,0.5
8,1.0,AB,1.521,23.0,0,0.0,0.5
8,0.0,EF,4.511,23.0,2,0.0,0.5
8,1.0,CD,2.255,23.0,1,0.0,0.5
8,1.0,AB,2.296,24.0,0,1.0,0.5
8,1.0,EF,2.32,24.0,2,1.0,0.5
8,0.0,CD,3.198,24.0,1,0.0,0.5
8,1.0,AB,1.489,25.0,0,1.0,0.5
8,1.0,CD,3.152,25.0,1,0.0,0.5
8,0.0,EF,1.941,25.0,2,0.0,0.5
8,1.0,CD,2.306,26.0,1,0.0,0.5
8,0.0,EF,1.738,26.0,2,0.0,0.5
8,1.0,AB,1.975,26.0,0,0.0,0.5
8,0.0,CD,3.404,27.0,1,0.0,0.5
8,1.0,EF,4.694,27.0,2,1.0,0.5
8,1.0,AB,3.966,27.0,0,1.0,0.5
8,1.0,AB,1.491,28.0,0,1.0,0.5
8,1.0,EF,2.438,28.0,2,1.0,0.5
8,1.0,EF,2.767,29.0,2,0.0,0.5
8,1.0,AB,3.611,29.0,0,1.0,0.5
8,1.0,CD,0.951,29.0,1,1.0,0.5
8,1.0,AB,1.107,30.0,0,1.0,0.5
8,1.0,CD,1.875,30.0,1,1.0,0.5
8,1.0,EF,1.298,30.0,2,1.0,0.5
8,1.0,EF,1.202,31.0,2,0.0,0.5
8,1.0,AB,1.372,31.0,0,1.0,0.5
8,1.0,CD,3.216,31.0,1,0.0,0.5
8,1.0,EF,3.97,32.0,2,0.0,0.5
8,1.0,AB,1.311,32.0,0,1.0,0.5
8,1.0,CD,1.558,32.0,1,0.0,0.5
8,1.0,EF,3.986,33.0,2,1.0,0.5
8,1.0,AB,1.894,33.0,0,1.0,0.5
8,1.0,CD,4.445,33.0,1,1.0,0.5
8,1.0,EF,2.448,34.0,2,1.0,0.5
8,1.0,AB,1.016,34.0,0,1.0,0.5
8,1.0,CD,1.539,34.0,1,1.0,0.5
8,0.0,CD,2.424,35.0,1,0.0,0.5
8,0.0,EF,2.827,35.0,2,1.0,0.5
8,1.0,AB,1.549,35.0,0,1.0,0.5
8,1.0,AB,1.834,36.0,0,1.0,0.5
8,1.0,CD,1.107,36.0,1,1.0,0.5
8,0.0,EF,3.105,36.0,2,0.0,0.5
8,0.0,EF,1.193,37.0,2,1.0,0.5
8,1.0,AB,1.908,37.0,0,0.0,0.5
8,1.0,CD,2.819,37.0,1,0.0,0.5
8,1.0,AB,1.277,38.0,0,1.0,0.5
8,1.0,EF,1.462,38.0,2,1.0,0.5
8,1.0,CD,1.47,38.0,1,1.0,0.5
8,1.0,CD,1.67,39.0,1,0.0,0.5
8,0.0,EF,1.118,39.0,2,0.0,0.5
8,1.0,AB,1.037,39.0,0,1.0,0.5
8,1.0,AB,1.005,40.0,0,0.0,0.5
8,0.0,EF,1.104,40.0,2,0.0,0.5
8,1.0,CD,4.959,40.0,1,0.0,0.5
12,1.0,EF,2.065,1.0,2,1.0,0.5
12,0.0,CD,0.778,1.0,1,0.0,0.5
12,1.0,AB,1.021,1.0,0,1.0,0.5
12,0.0,CD,0.816,2.0,1,0.0,0.5
12,1.0,EF,0.673,2.0,2,1.0,0.5
12,1.0,AB,0.866,2.0,0,1.0,0.5
12,1.0,AB,0.521,3.0,0,1.0,0.5
12,1.0,CD,1.055,3.0,1,1.0,0.5
12,1.0,EF,1.008,3.0,2,0.0,0.5
12,1.0,EF,0.682,4.0,2,1.0,0.5
12,1.0,AB,0.73,4.0,0,0.0,0.5
12,0.0,CD,0.991,4.0,1,1.0,0.5
12,1.0,AB,0.523,5.0,0,1.0,0.5
12,0.0,CD,0.77,5.0,1,0.0,0.5
12,0.0,EF,0.805,5.0,2,0.0,0.5
12,1.0,EF,1.28,6.0,2,0.0,0.5
12,1.0,AB,0.871,6.0,0,1.0,0.5
12,0.0,CD,0.976,6.0,1,0.0,0.5
12,1.0,AB,0.763,7.0,0,1.0,0.5
12,1.0,EF,0.808,7.0,2,0.0,0.5
12,0.0,CD,0.746,7.0,1,0.0,0.5
12,1.0,AB,0.672,8.0,0,1.0,0.5
12,1.0,EF,1.528,8.0,2,0.0,0.5
12,1.0,CD,1.398,8.0,1,0.0,0.5
12,1.0,CD,1.81,9.0,1,1.0,0.5
12,0.0,EF,1.388,9.0,2,0.0,0.5
12,1.0,AB,0.528,9.0,0,0.0,0.5
12,0.0,EF,1.349,10.0,2,0.0,0.5
12,0.0,CD,1.067,10.0,1,0.0,0.5
12,1.0,AB,0.866,10.0,0,1.0,0.5
12,0.0,CD,2.042,11.0,1,0.0,0.5
12,1.0,EF,2.092,11.0,2,1.0,0.5
12,1.0,AB,1.116,11.0,0,1.0,0.5
12,0.0,CD,0.953,12.0,1,0.0,0.5
12,1.0,AB,0.878,12.0,0,0.0,0.5
12,1.0,EF,1.35,12.0,2,0.0,0.5
12,1.0,EF,1.163,13.0,2,1.0,0.5
12,1.0,CD,1.527,13.0,1,1.0,0.5
12,1.0,AB,0.942,13.0,0,1.0,0.5
12,1.0,EF,1.162,14.0,2,0.0,0.5
12,1.0,CD,1.84,14.0,1,1.0,0.5
12,1.0,AB,0.85,14.0,0,1.0,0.5
12,1.0,EF,1.33,15.0,2,1.0,0.5
12,1.0,CD,0.872,15.0,1,0.0,0.5
12,1.0,AB,0.856,15.0,0,1.0,0.5
12,1.0,CD,0.873,16.0,1,1.0,0.5
12,1.0,EF,1.368,16.0,2,1.0,0.5
12,1.0,AB,0.773,16.0,0,1.0,0.5
12,1.0,CD,0.952,17.0,1,1.0,0.5
12,1.0,EF,1.261,17.0,2,0.0,0.5
12,1.0,AB,0.941,17.0,0,1.0,0.5
12,1.0,EF,1.315,18.0,2,1.0,0.5
12,1.0,CD,0.769,18.0,1,1.0,0.5
12,1.0,AB,1.317,18.0,0,1.0,0.5
12,1.0,EF,1.195,19.0,2,1.0,0.5
12,1.0,AB,0.79,19.0,0,0.0,0.5
12,1.0,CD,1.042,19.0,1,0.0,0.5
12,1.0,EF,1.091,20.0,2,1.0,0.5
12,1.0,CD,0.73,20.0,1,1.0,0.5
12,1.0,AB,0.992,20.0,0,1.0,0.5
12,1.0,EF,0.959,21.0,2,1.0,0.5
12,1.0,AB,1.779,21.0,0,1.0,0.5
12,1.0,CD,1.128,21.0,1,1.0,0.5
12,1.0,AB,1.253,22.0,0,1.0,0.5
12,1.0,CD,0.99,22.0,1,0.0,0.5
12,1.0,EF,1.001,22.0,2,1.0,0.5
12,1.0,EF,1.372,23.0,2,1.0,0.5
12,1.0,CD,1.52,23.0,1,0.0,0.5
12,1.0,AB,0.798,23.0,0,1.0,0.5
12,1.0,EF,1.617,24.0,2,1.0,0.5
12,1.0,AB,1.036,24.0,0,0.0,0.5
12,1.0,CD,1.324,24.0,1,1.0,0.5
12,1.0,AB,0.915,25.0,0,1.0,0.5
12,1.0,EF,1.082,25.0,2,1.0,0.5
12,0.0,CD,1.369,25.0,1,0.0,0.5
12,1.0,CD,1.301,26.0,1,1.0,0.5
12,1.0,EF,0.956,26.0,2,0.0,0.5
12,1.0,AB,1.201,26.0,0,1.0,0.5
12,1.0,AB,0.955,27.0,0,0.0,0.5
12,1.0,EF,1.352,27.0,2,0.0,0.5
12,1.0,CD,1.372,27.0,1,0.0,0.5
12,1.0,EF,1.305,28.0,2,1.0,0.5
12,1.0,CD,1.031,28.0,1,1.0,0.5
12,1.0,AB,1.001,28.0,0,1.0,0.5
12,1.0,AB,0.787,29.0,0,1.0,0.5
12,1.0,CD,1.159,29.0,1,0.0,0.5
12,1.0,EF,1.396,29.0,2,1.0,0.5
12,1.0,EF,0.919,30.0,2,0.0,0.5
12,1.0,AB,1.15,30.0,0,1.0,0.5
12,0.0,CD,1.026,30.0,1,0.0,0.5
12,1.0,CD,1.852,31.0,1,1.0,0.5
12,1.0,EF,1.229,31.0,2,1.0,0.5
12,1.0,AB,0.687,31.0,0,1.0,0.5
12,1.0,AB,1.486,32.0,0,1.0,0.5
12,0.0,CD,2.118,32.0,1,0.0,0.5
12,1.0,EF,1.659,32.0,2,1.0,0.5
12,1.0,EF,0.965,33.0,2,1.0,0.5
12,1.0,AB,1.353,33.0,0,1.0,0.5
12,0.0,CD,1.254,33.0,1,0.0,0.5
12,1.0,EF,1.518,34.0,2,1.0,0.5
12,1.0,AB,0.725,34.0,0,1.0,0.5
12,1.0,CD,1.834,34.0,1,0.0,0.5
12,1.0,CD,2.7,35.0,1,0.0,0.5
12,1.0,EF,1.307,35.0,2,1.0,0.5
12,1.0,AB,1.114,35.0,0,1.0,0.5
12,1.0,EF,1.408,36.0,2,0.0,0.5
12,0.0,AB,0.915,36.0,0,0.0,0.5
12,0.0,CD,1.473,36.0,1,0.0,0.5
12,1.0,EF,1.441,37.0,2,1.0,0.5
12,0.0,CD,2.066,37.0,1,1.0,0.5
12,1.0,AB,0.851,37.0,0,1.0,0.5
12,1.0,EF,1.115,38.0,2,1.0,0.5
12,1.0,AB,0.818,38.0,0,1.0,0.5
12,0.0,CD,1.187,38.0,1,1.0,0.5
12,1.0,AB,0.631,39.0,0,1.0,0.5
12,1.0,EF,1.368,39.0,2,1.0,0.5
12,0.0,CD,0.669,39.0,1,0.0,0.5
12,0.0,CD,1.645,40.0,1,0.0,0.5
12,1.0,EF,0.998,40.0,2,1.0,0.5
12,1.0,AB,0.754,40.0,0,1.0,0.5
12,0.0,CD,3.314,41.0,1,0.0,0.5
12,1.0,AB,0.713,41.0,0,1.0,0.5
12,1.0,EF,1.008,41.0,2,1.0,0.5
12,1.0,AB,0.547,42.0,0,1.0,0.5
12,1.0,EF,1.128,42.0,2,0.0,0.5
12,0.0,CD,1.606,42.0,1,0.0,0.5
12,0.0,EF,1.272,43.0,2,0.0,0.5
12,0.0,CD,1.377,43.0,1,0.0,0.5
12,1.0,AB,0.965,43.0,0,1.0,0.5
12,1.0,CD,1.402,44.0,1,1.0,0.5
12,1.0,EF,1.428,44.0,2,1.0,0.5
12,1.0,AB,0.662,44.0,0,1.0,0.5
12,0.0,CD,1.358,45.0,1,1.0,0.5
12,1.0,AB,0.724,45.0,0,1.0,0.5
12,1.0,EF,1.289,45.0,2,1.0,0.5
12,0.0,CD,1.281,46.0,1,1.0,0.5
12,1.0,AB,0.68,46.0,0,1.0,0.5
12,1.0,EF,0.761,46.0,2,1.0,0.5
12,0.0,CD,1.038,47.0,1,0.0,0.5
12,1.0,AB,0.759,47.0,0,1.0,0.5
12,1.0,EF,2.172,47.0,2,1.0,0.5
12,1.0,EF,0.799,48.0,2,0.0,0.5
12,1.0,AB,0.778,48.0,0,1.0,0.5
12,0.0,CD,1.286,48.0,1,0.0,0.5
12,0.0,EF,1.414,49.0,2,1.0,0.5
12,0.0,CD,1.432,49.0,1,0.0,0.5
12,1.0,AB,0.498,49.0,0,1.0,0.5
12,1.0,AB,0.521,50.0,0,0.0,0.5
12,0.0,CD,2.263,50.0,1,0.0,0.5
12,0.0,EF,1.063,50.0,2,0.0,0.5
12,0.0,CD,1.36,51.0,1,0.0,0.5
12,1.0,EF,1.589,51.0,2,1.0,0.5
12,1.0,AB,0.64,51.0,0,0.0,0.5
12,1.0,CD,1.21,52.0,1,1.0,0.5
12,1.0,AB,0.708,52.0,0,1.0,0.5
12,1.0,EF,0.891,52.0,2,0.0,0.5
12,1.0,AB,1.85,53.0,0,0.0,0.5
12,1.0,EF,1.435,53.0,2,1.0,0.5
12,0.0,CD,1.108,53.0,1,1.0,0.5
12,1.0,AB,0.587,54.0,0,1.0,0.5
12,1.0,CD,1.406,54.0,1,1.0,0.5
12,1.0,EF,1.153,54.0,2,1.0,0.5
12,1.0,EF,0.662,55.0,2,1.0,0.5
12,1.0,AB,0.743,55.0,0,1.0,0.5
12,0.0,CD,1.756,55.0,1,1.0,0.5
12,1.0,EF,1.081,56.0,2,1.0,0.5
12,1.0,AB,0.833,56.0,0,1.0,0.5
12,1.0,CD,1.578,56.0,1,0.0,0.5
12,1.0,EF,0.854,57.0,2,0.0,0.5
12,1.0,AB,0.654,57.0,0,1.0,0.5
12,1.0,CD,2.247,57.0,1,1.0,0.5
12,1.0,EF,1.025,58.0,2,1.0,0.5
12,0.0,CD,2.403,58.0,1,0.0,0.5
12,1.0,AB,1.022,58.0,0,1.0,0.5
12,1.0,CD,1.664,59.0,1,1.0,0.5
12,1.0,AB,0.832,59.0,0,1.0,0.5
12,1.0,EF,1.138,59.0,2,1.0,0.5
12,1.0,AB,0.599,60.0,0,0.0,0.5
12,1.0,CD,1.522,60.0,1,0.0,0.5
12,1.0,EF,0.911,60.0,2,1.0,0.5
12,1.0,AB,0.627,61.0,0,1.0,0.5
12,0.0,CD,1.293,61.0,1,0.0,0.5
12,1.0,EF,1.117,61.0,2,0.0,0.5
12,1.0,EF,0.667,62.0,2,1.0,0.5
12,1.0,AB,1.002,62.0,0,1.0,0.5
12,0.0,CD,4.069,62.0,1,0.0,0.5
12,0.0,CD,1.23,63.0,1,0.0,0.5
12,1.0,EF,0.719,63.0,2,1.0,0.5
12,1.0,AB,0.542,63.0,0,0.0,0.5
12,1.0,AB,0.627,64.0,0,1.0,0.5
12,1.0,CD,2.709,64.0,1,1.0,0.5
12,1.0,EF,1.107,64.0,2,0.0,0.5
12,1.0,AB,0.739,65.0,0,1.0,0.5
12,1.0,EF,0.68,65.0,2,1.0,0.5
12,1.0,CD,1.312,65.0,1,1.0,0.5
12,1.0,EF,0.767,66.0,2,1.0,0.5
12,1.0,AB,0.706,66.0,0,1.0,0.5
12,1.0,CD,0.969,66.0,1,1.0,0.5
12,1.0,AB,0.573,67.0,0,1.0,0.5
12,1.0,CD,0.921,67.0,1,1.0,0.5
12,1.0,EF,1.015,67.0,2,0.0,0.5
12,1.0,AB,0.609,68.0,0,1.0,0.5
12,0.0,EF,1.844,68.0,2,0.0,0.5
12,0.0,CD,1.613,68.0,1,1.0,0.5
12,1.0,AB,0.912,69.0,0,1.0,0.5
12,0.0,CD,1.062,69.0,1,1.0,0.5
12,1.0,EF,1.503,69.0,2,0.0,0.5
12,1.0,AB,1.149,70.0,0,1.0,0.5
12,0.0,CD,1.811,70.0,1,0.0,0.5
12,1.0,EF,1.157,70.0,2,1.0,0.5
12,1.0,AB,0.562,71.0,0,1.0,0.5
12,0.0,EF,1.174,71.0,2,0.0,0.5
12,1.0,CD,1.619,71.0,1,1.0,0.5
12,1.0,EF,0.853,72.0,2,1.0,0.5
12,1.0,AB,0.661,72.0,0,0.0,0.5
12,1.0,CD,0.902,72.0,1,1.0,0.5
12,1.0,EF,0.724,73.0,2,1.0,0.5
12,1.0,AB,0.507,73.0,0,0.0,0.5
12,1.0,CD,1.289,73.0,1,1.0,0.5
12,0.0,EF,1.457,74.0,2,0.0,0.5
12,1.0,AB,0.865,74.0,0,1.0,0.5
12,0.0,CD,1.177,74.0,1,0.0,0.5
12,0.0,CD,1.181,75.0,1,1.0,0.5
12,1.0,AB,0.729,75.0,0,1.0,0.5
12,0.0,EF,1.352,75.0,2,1.0,0.5
12,1.0,AB,0.788,76.0,0,1.0,0.5
12,1.0,EF,1.671,76.0,2,1.0,0.5
12,1.0,CD,1.727,76.0,1,1.0,0.5
12,1.0,CD,1.558,77.0,1,1.0,0.5
12,1.0,AB,0.474,77.0,0,1.0,0.5
12,0.0,EF,1.482,77.0,2,0.0,0.5
12,1.0,CD,1.609,78.0,1,1.0,0.5
12,1.0,EF,2.125,78.0,2,1.0,0.5
12,1.0,AB,0.786,78.0,0,1.0,0.5
12,1.0,AB,0.582,79.0,0,1.0,0.5
12,1.0,CD,1.737,79.0,1,0.0,0.5
12,1.0,EF,1.295,79.0,2,1.0,0.5
12,1.0,AB,0.654,80.0,0,1.0,0.5
12,1.0,EF,1.095,80.0,2,1.0,0.5
12,1.0,CD,1.101,80.0,1,1.0,0.5
17,0.0,AB,0.893,1.0,0,0.0,0.5
17,1.0,EF,0.86,1.0,2,1.0,0.5
17,1.0,CD,1.013,1.0,1,1.0,0.5
17,1.0,EF,0.911,2.0,2,1.0,0.5
17,0.0,CD,1.238,2.0,1,0.0,0.5
17,1.0,AB,0.848,2.0,0,1.0,0.5
17,1.0,CD,1.064,3.0,1,0.0,0.5
17,1.0,AB,0.897,3.0,0,0.0,0.5
17,1.0,EF,0.896,3.0,2,1.0,0.5
17,1.0,AB,0.744,4.0,0,1.0,0.5
17,0.0,CD,0.813,4.0,1,0.0,0.5
17,1.0,EF,0.8,4.0,2,1.0,0.5
17,1.0,AB,0.763,5.0,0,1.0,0.5
17,1.0,EF,1.087,5.0,2,1.0,0.5
17,0.0,CD,0.839,5.0,1,1.0,0.5
17,1.0,AB,0.967,6.0,0,0.0,0.5
17,0.0,CD,0.9,6.0,1,0.0,0.5
17,1.0,EF,0.802,6.0,2,1.0,0.5
17,1.0,AB,0.725,7.0,0,1.0,0.5
17,1.0,CD,0.883,7.0,1,1.0,0.5
17,1.0,EF,0.786,7.0,2,0.0,0.5
17,1.0,EF,0.718,8.0,2,1.0,0.5
17,1.0,CD,0.979,8.0,1,1.0,0.5
17,1.0,AB,0.911,8.0,0,1.0,0.5
17,1.0,AB,0.965,9.0,0,1.0,0.5
17,1.0,EF,0.954,9.0,2,0.0,0.5
17,0.0,CD,1.166,9.0,1,0.0,0.5
17,1.0,EF,0.794,10.0,2,0.0,0.5
17,1.0,AB,1.15,10.0,0,1.0,0.5
17,0.0,CD,1.002,10.0,1,1.0,0.5
17,1.0,AB,0.853,11.0,0,1.0,0.5
17,0.0,CD,1.221,11.0,1,0.0,0.5
17,1.0,EF,0.744,11.0,2,0.0,0.5
17,0.0,CD,1.013,12.0,1,0.0,0.5
17,1.0,AB,0.816,12.0,0,1.0,0.5
17,1.0,EF,0.65,12.0,2,0.0,0.5
17,1.0,CD,1.242,13.0,1,1.0,0.5
17,1.0,EF,0.652,13.0,2,1.0,0.5
17,1.0,AB,0.644,13.0,0,1.0,0.5
17,0.0,CD,0.814,14.0,1,0.0,0.5
17,1.0,EF,0.656,14.0,2,1.0,0.5
17,1.0,AB,0.697,14.0,0,0.0,0.5
17,1.0,AB,0.944,15.0,0,0.0,0.5
17,1.0,CD,0.917,15.0,1,0.0,0.5
17,1.0,EF,0.604,15.0,2,0.0,0.5
17,1.0,EF,0.702,16.0,2,1.0,0.5
17,1.0,AB,0.933,16.0,0,1.0,0.5
17,1.0,CD,1.009,16.0,1,1.0,0.5
17,1.0,EF,0.876,17.0,2,1.0,0.5
17,1.0,AB,0.805,17.0,0,1.0,0.5
17,0.0,CD,0.767,17.0,1,0.0,0.5
17,1.0,EF,0.779,18.0,2,0.0,0.5
17,1.0,AB,0.775,18.0,0,0.0,0.5
17,1.0,CD,1.027,18.0,1,1.0,0.5
17,1.0,AB,0.764,19.0,0,1.0,0.5
17,0.0,CD,1.217,19.0,1,0.0,0.5
17,1.0,EF,0.763,19.0,2,0.0,0.5
17,0.0,EF,1.151,20.0,2,0.0,0.5
17,1.0,AB,0.852,20.0,0,1.0,0.5
17,1.0,CD,0.997,20.0,1,0.0,0.5
17,1.0,AB,0.934,21.0,0,1.0,0.5
17,1.0,EF,0.923,21.0,2,0.0,0.5
17,1.0,CD,1.089,21.0,1,1.0,0.5
17,1.0,CD,0.944,22.0,1,1.0,0.5
17,1.0,EF,1.83,22.0,2,1.0,0.5
17,1.0,AB,1.064,22.0,0,1.0,0.5
17,1.0,CD,0.937,23.0,1,1.0,0.5
17,1.0,EF,0.877,23.0,2,1.0,0.5
17,1.0,AB,0.782,23.0,0,1.0,0.5
17,1.0,CD,0.874,24.0,1,1.0,0.5
17,1.0,AB,0.673,24.0,0,0.0,0.5
17,1.0,EF,1.137,24.0,2,1.0,0.5
17,1.0,AB,0.694,25.0,0,1.0,0.5
17,1.0,CD,0.718,25.0,1,1.0,0.5
17,1.0,EF,0.755,25.0,2,1.0,0.5
17,1.0,AB,0.656,26.0,0,1.0,0.5
17,1.0,CD,0.857,26.0,1,1.0,0.5
17,0.0,EF,0.809,26.0,2,0.0,0.5
17,1.0,CD,0.908,27.0,1,1.0,0.5
17,1.0,AB,1.034,27.0,0,1.0,0.5
17,1.0,EF,1.132,27.0,2,1.0,0.5
17,1.0,AB,0.721,28.0,0,1.0,0.5
17,1.0,EF,0.935,28.0,2,1.0,0.5
17,1.0,CD,1.133,28.0,1,0.0,0.5
17,1.0,CD,1.258,29.0,1,0.0,0.5
17,1.0,EF,1.059,29.0,2,0.0,0.5
17,1.0,AB,0.611,29.0,0,1.0,0.5
17,1.0,EF,0.758,30.0,2,0.0,0.5
17,1.0,CD,0.978,30.0,1,0.0,0.5
17,1.0,AB,0.839,30.0,0,1.0,0.5
17,1.0,EF,0.624,31.0,2,1.0,0.5
17,1.0,AB,0.93,31.0,0,1.0,0.5
17,1.0,CD,0.976,31.0,1,0.0,0.5
17,1.0,EF,0.771,32.0,2,1.0,0.5
17,1.0,AB,0.688,32.0,0,1.0,0.5
17,0.0,CD,0.647,32.0,1,0.0,0.5
17,1.0,AB,0.544,33.0,0,1.0,0.5
17,1.0,EF,0.638,33.0,2,1.0,0.5
17,1.0,CD,0.678,33.0,1,1.0,0.5
17,1.0,EF,0.607,34.0,2,1.0,0.5
17,1.0,CD,0.705,34.0,1,1.0,0.5
17,0.0,AB,0.512,34.0,0,0.0,0.5
17,1.0,AB,0.847,35.0,0,1.0,0.5
17,1.0,EF,0.703,35.0,2,1.0,0.5
17,1.0,CD,0.638,35.0,1,1.0,0.5
17,1.0,EF,0.791,36.0,2,0.0,0.5
17,1.0,AB,1.491,36.0,0,1.0,0.5
17,1.0,CD,0.922,36.0,1,0.0,0.5
17,1.0,EF,0.736,37.0,2,1.0,0.5
17,1.0,CD,0.734,37.0,1,1.0,0.5
17,1.0,AB,0.675,37.0,0,1.0,0.5
17,0.0,AB,0.659,38.0,0,0.0,0.5
17,1.0,EF,0.867,38.0,2,1.0,0.5
17,0.0,CD,0.683,38.0,1,0.0,0.5
17,1.0,EF,0.619,39.0,2,0.0,0.5
17,1.0,AB,0.556,39.0,0,1.0,0.5
